Taxon,SLA,SLA units,SLAunits flag,LMA,LMA units,leaf area,wood density,maximum height,seed mass,seed volume,flowering duration,source,source notes
Mischarytera lautereriana,,,,,,,0.58,,,,,AUSTRAITS_dataset_34,
Mischarytera lautereriana,,,,,,,0.607,,,,,AUSTRAITS_dataset_34,
Mischarytera lautereriana,,,,,,,0.607,,,,,AUSTRAITS_dataset_34,
Mischocarpus pyriformis,,,,,,,,,187.2,,,Gallagher_field_workPHD,
Morinda jasminoides,,,,,,,,,,,nov/dec,AUSTRAITS_dataset_24,
Morinda jasminoides,,,,,,,,,,,sep/oct/nov/dec/jan/feb,NSW flora online ,
Morinda jasminoides,,,,,,,,1.5,,,,AUSTRAITS_dataset_26,
Morinda jasminoides,,,,,,,,,7.9,,,AUSTRAITS_dataset_53,
Morinda jasminoides,,,,,,,,,7.9,,,AUSTRAITS_dataset_6,SID
Morinda jasminoides,,,,,,,,,7.9,,,Gallagher_field_workPHD,
Myrsine variabilis,,,,,,,0.784,,,,,AUSTRAITS_dataset_34,
Myrsine variabilis,,,,,,,0.784,,,,,AUSTRAITS_dataset_34,
Myrsine variabilis,,,,,,,,,29.6,,,Gallagher_field_workPHD,
Neolitsea dealbata,,,,,,,0.498,,,,,AUSTRAITS_dataset_34,
Neolitsea dealbata,,,,,,,,,146,,,AUSTRAITS_dataset_53,
Neolitsea dealbata,,,,,,,0.445,,,,,AUSTRAITS_dataset_33,
Neolitsea dealbata,,,,,,,,,146,,,Gallagher_field_workPHD,
Notelaea longifolia,,,,,,,,3,,,apr/may/jun/jul,AUSTRAITS_dataset_24,
Notelaea longifolia,,,,,,,,,,,apr/may/jun/jul/aug/sep/oct,NSW flora online ,
Notelaea longifolia,,,,,,,0.87,,,,,AUSTRAITS_dataset_34,
Notelaea longifolia,,,,,,,,,151.46,,,Gallagher_field_workPHD,
Notelaea microcarpa,,,,,,,,,,,jun/jul/aug/sep/oct/nov/dec,NSW flora online ,
Notelaea microcarpa,,,,,,,,,43.522,,,AUSTRAITS_dataset_53,
Ochna serrulata,,,,,,,,2,,,,AUSTRAITS_dataset_26,
Olea paniculata,,,,,,,,,,,oct/nov/dec,NSW flora online ,
Olea paniculata,,,,,,,0.761,,,,,AUSTRAITS_dataset_34,
Olea paniculata,,,,,,,0.788,,,,,AUSTRAITS_dataset_34,
Olea paniculata,,,,,,,,,98,,,AUSTRAITS_dataset_53,
Olea paniculata,,,,,,,,,67,,,Gallagher_field_workPHD,
Pandorea pandorana,,,,,,,,,,,aug/sep,AUSTRAITS_dataset_24,
Pandorea pandorana,,,,,,,,,,,jun/jul/aug/sep/oct/nov/dec,NSW flora online ,
Pandorea pandorana,,,,,,,,,3.8,,,AUSTRAITS_dataset_53,
Pandorea pandorana,,,,,,,,,3.8,,,AUSTRAITS_dataset_6,SID
Pandorea pandorana,,,,,,,,,3.8,,,Gallagher_field_workPHD,
Pararchidendron pruinosum,,,,,,,,,,,oct/nov/dec/jan,NSW flora online ,
Pararchidendron pruinosum,,,,,,,0.525,,,,,AUSTRAITS_dataset_34,
Pararchidendron pruinosum,,,,,,,0.525,,,,,AUSTRAITS_dataset_34,
Pararchidendron pruinosum,,,,,,,0.525,,,,,AUSTRAITS_dataset_34,
Pararchidendron pruinosum,,,,,,,,,56,,,AUSTRAITS_dataset_53,
Pararchidendron pruinosum,,,,,,,,,56,,,Gallagher_field_workPHD,
Parsonsia straminea,,,,,,,,,,,jan/feb/mar,NSW flora online ,
Parsonsia straminea,,,,,,,,,,,nov/dec/jan,AUSTRAITS_dataset_24,
Parsonsia straminea,,,,,,,,10,,,,AUSTRAITS_dataset_26,
Parsonsia straminea,,,,,,,,,8.4,,,AUSTRAITS_dataset_53,
Parsonsia straminea,,,,,,,,,8.4,,,AUSTRAITS_dataset_6,SID
Parsonsia straminea,,,,,,,,,8.4,,,Gallagher_field_workPHD,
Passiflora edulis,,,,,,,,5,,,,AUSTRAITS_dataset_26,
Passiflora edulis,,,,,,,,,15.46,,,AUSTRAITS_dataset_53,
Passiflora edulis,,,,,,,,,15.46,,,AUSTRAITS_dataset_6,SID
Passiflora suberosa,,,,,,,,,2.962,,,AUSTRAITS_dataset_53,
Passiflora suberosa,,,,,,,,,39.9,,,AUSTRAITS_dataset_6,SID
Passiflora subpeltata,,,,,,,,,50,,,AUSTRAITS_dataset_53,
Passiflora subpeltata,,,,,,,,,50,,,AUSTRAITS_dataset_6,SID
Pavetta australiensis,,,,,,,,,,,sep/oct/nov,NSW flora online ,
Pavetta australiensis,,,,,,,,,219,,,AUSTRAITS_dataset_53,
Phyllanthus microcladus,,,,,,,,,,,dec/jan/feb,NSW flora online ,
Pilidiostigma rhytispermum,,,,,,,,,,76.236,,AUSTRAITS_dataset_4,
Pilidiostigma rhytispermum,,,,,,,,,,76.236,,AUSTRAITS_dataset_17,
Pilidiostigma rhytispermum,,,,,,,,,51.5,,,AUSTRAITS_dataset_53,
Pittosporum multiflorum,,,,,,,,,,,sep/oct/nov/dec/jan/feb,NSW flora online ,
Pittosporum multiflorum,,,,,,,,,11.071,,,AUSTRAITS_dataset_53,
Pittosporum undulatum,,,,,,,,4,,,aug/sep,AUSTRAITS_dataset_24,
Pittosporum undulatum,,,,,,,,,,,sep/oct/nov,NSW flora online ,
Pittosporum undulatum,,,,,,,,,,14.4,,AUSTRAITS_dataset_17,
Pittosporum undulatum,,,,,,,,5,,,,AUSTRAITS_dataset_26,
Pittosporum undulatum,,,,,,,0.745,,,,,AUSTRAITS_dataset_34,
Pittosporum undulatum,,,,,,,,,,14.4,,AUSTRAITS_dataset_4,
Pittosporum undulatum,,,,,,,,,8.35,,,AUSTRAITS_dataset_53,
Pittosporum undulatum,,,,,,,,15,,,,AUSTRAITS_dataset_57,
Pittosporum undulatum,,,,,,,,,8.35,,,Gallagher_field_workPHD,
Planchonella australis,,,,,,,,,,1430.5,,AUSTRAITS_dataset_17,
Planchonella australis,,,,,,,,,957.688,,,AUSTRAITS_dataset_53,
Polyscias elegans,,,,,,,,,,,apr/may/jun/jul/aug,NSW flora online ,
Polyscias elegans,,,,,,,,,,4.8,,AUSTRAITS_dataset_17,
Polyscias elegans,,,,,,,0.41,,,,,AUSTRAITS_dataset_34,
Polyscias elegans,,,,,,,0.413,,,,,AUSTRAITS_dataset_34,
Polyscias elegans,,,,,,,0.413,,,,,AUSTRAITS_dataset_34,
Polyscias elegans,,,,,,,0.413,,,,,AUSTRAITS_dataset_34,
Polyscias elegans,,,,,,,,,,4.8,,AUSTRAITS_dataset_4,
Polyscias elegans,,,,,,,,,6.6,,,AUSTRAITS_dataset_53,
Polyscias elegans,,,,,,,,,6.6,,,Gallagher_field_workPHD,
Pothos longipes,,,,,,,,,,,nov/dec,NSW flora online ,
Pothos longipes,,,,,,,,,109,,,AUSTRAITS_dataset_53,
Pothos longipes,,,,,,,,,109,,,Gallagher_field_workPHD,
Pseudoweinmannia lachnocarpa,,,,,,,,,,,sep/oct/nov,NSW flora online ,
Pseudoweinmannia lachnocarpa,,,,,,,0.758,,,,,AUSTRAITS_dataset_34,
Pseudoweinmannia lachnocarpa,,,,,,,0.749,,,,,AUSTRAITS_dataset_34,
Pseudoweinmannia lachnocarpa,,,,,,,0.758,,,,,AUSTRAITS_dataset_34,
Psychotria daphnoides,,,,,,,,,,,dec/jan/feb,NSW flora online ,
Psychotria daphnoides,,,,,,,,,18.413,,,AUSTRAITS_dataset_53,
Psychotria loniceroides,,,,,,,,,,,dec/jan/feb,NSW flora online ,
Psychotria loniceroides,,,,,,,,,,10.1,,AUSTRAITS_dataset_17,
Psychotria loniceroides,,,,,,,,4,,,,AUSTRAITS_dataset_26,
Psychotria loniceroides,,,,,,,,,,10.1,,AUSTRAITS_dataset_4,
Psychotria loniceroides,,,,,,,,,8.147,,,AUSTRAITS_dataset_53,
Psychotria loniceroides,,,,,,,,,8.14,,,Gallagher_field_workPHD,
Psydrax odorata,,,,,,,0.87,,,,,AUSTRAITS_dataset_34,
Pteridium esculentum,,,,,,,,0.5,,,,AUSTRAITS_dataset_26,
Pteridium esculentum,,,,,,,,1,,,,AUSTRAITS_dataset_57,
Rhodamnia argentea,,,,,,,,,,,nov/dec/jan/feb,NSW flora online ,
Rhodamnia argentea,,,,,,,0.679,,,,,AUSTRAITS_dataset_34,
Rhodamnia argentea,,,,,,,0.719,,,,,AUSTRAITS_dataset_34,
Rhodamnia argentea,,,,,,,,,16.978,,,AUSTRAITS_dataset_53,
Rhodamnia rubescens,,,,,,,,,,,aug/sep/oct/nov,NSW flora online ,
Rhodamnia rubescens,,,,,,,,25,,,sep/oct,AUSTRAITS_dataset_24,
Rhodamnia rubescens,,,,,,,0.599,,,,,AUSTRAITS_dataset_34,
Rhodamnia rubescens,,,,,,,0.663,,,,,AUSTRAITS_dataset_34,
Rhodamnia rubescens,,,,,,,0.663,,,,,AUSTRAITS_dataset_34,
Rhodamnia rubescens,,,,,,,,,3.798,,,AUSTRAITS_dataset_53,
Rhodomyrtus psidioides,,,,,,,,,,,nov/dec,NSW flora online ,
Rhodomyrtus psidioides,,,,,,,,,5.883,,,AUSTRAITS_dataset_53,
Rhodomyrtus psidioides,,,,,,,,,2.47,,,Gallagher_field_workPHD,
Rhodosphaera rhodanthema,,,,,,,,,,,sep/oct/nov,NSW flora online ,
Rhodosphaera rhodanthema,,,,,,,0.594,,,,,AUSTRAITS_dataset_34,
Rhodosphaera rhodanthema,,,,,,,0.585,,,,,AUSTRAITS_dataset_34,
Rhodosphaera rhodanthema,,,,,,,0.594,,,,,AUSTRAITS_dataset_34,
Rhodosphaera rhodanthema,,,,,,,,,448.871,,,AUSTRAITS_dataset_53,
Ricinus communis,,,,,,,,,295.6,,,AUSTRAITS_dataset_53,
Rubus moluccanus,,,,,,,,,0.85,,,AUSTRAITS_dataset_53,
Rubus moluccanus,,,,,,,,,0.85,,,AUSTRAITS_dataset_6,SID
Rubus moluccanus,,,,,,,,,0.85,,,Gallagher_field_workPHD,
Rubus rosifolius,,,,,,,,1,,,All year,AUSTRAITS_dataset_24,
Rubus rosifolius,,,,,,,,,,,jan/feb/mar,NSW flora online ,
Rubus rosifolius,,,,,,,,,,0.574,,AUSTRAITS_dataset_17,
Rubus rosifolius,,,,,,,,,,0.574,,AUSTRAITS_dataset_4,
Rubus rosifolius,,,,,,,,,0.4,,,AUSTRAITS_dataset_53,
Rubus rosifolius,,,,,,,,,0.6,,,AUSTRAITS_dataset_6,SID
Rubus rosifolius,,,,,,,,,0.6,,,Gallagher_field_workPHD,
Sarcopteryx stipata,,,,,,,,,37.19,,,Gallagher_field_workPHD,
Sarcopteryx stipata,,,,,,,0.839,,,,,AUSTRAITS_dataset_34,
Schefflera actinophylla,,,,,,,,,,,mar/apr/may,NSW flora online ,
Schefflera actinophylla,,,,,,,0.413,,,,,AUSTRAITS_dataset_34,
Schefflera actinophylla,,,,,,,0.413,,,,,AUSTRAITS_dataset_34,
Schefflera actinophylla,,,,,,,,,7.4,,,AUSTRAITS_dataset_53,
Schefflera actinophylla,,,,,,,,,,11.726,,AUSTRAITS_dataset_17,
Senna septemtrionalis,,,,,,,,,20.604,,,AUSTRAITS_dataset_53,
Senna sulfurea,,,,,,,,,28.81,,,AUSTRAITS_dataset_53,
Sloanea australis,,,,,,,,,,,sep/oct/nov/dec/jan/feb,NSW flora online ,
Sloanea australis,,,,,,,0.473,,,,,AUSTRAITS_dataset_34,
Sloanea australis,,,,,,,0.538,,,,,AUSTRAITS_dataset_34,
Sloanea australis,,,,,,,0.538,,,,,AUSTRAITS_dataset_34,
Sloanea woollsii,,,,,,,,,,,sep/oct/nov,NSW flora online ,
Sloanea woollsii,,,,,,,0.513,,,,,AUSTRAITS_dataset_34,
Sloanea woollsii,,,,,,,0.525,,,,,AUSTRAITS_dataset_34,
Smilax australis,,,,,,,,,,,Sept,AUSTRAITS_dataset_24,
Smilax australis,,,,,,,,,40.76,,,AUSTRAITS_dataset_6,SID
Smilax australis,,,,,,,,,40.76,,,Gallagher_field_workPHD,
Solanum chrysotrichum,,,,,,,,,1.388,,,AUSTRAITS_dataset_53,
Solanum mauritianum,,,,,,,,,,,mar/apr/may/jun/jul/aug/sep/oct/nov,NSW flora online ,
Solanum mauritianum,,,,,,,,,1.11,,,AUSTRAITS_dataset_53,
Solanum seaforthianum,,,,,,,,,,,sep/oct/nov/dec/jan/feb/mar/apr/may,NSW flora online ,
Solanum seaforthianum,,,,,,,,,1.91,,,AUSTRAITS_dataset_53,
Solanum torvum,,,,,,,,,1,,,AUSTRAITS_dataset_53,
Stephania japonica,,,,,,,,,,,dec/jan,AUSTRAITS_dataset_24,
Stephania japonica,,,,,,,,,,,dec/jan/feb,NSW flora online ,
Stephania japonica,,,,,,,,,,26.41,,AUSTRAITS_dataset_17,
Stephania japonica,,,,,,,,,,26.41,,AUSTRAITS_dataset_4,
Stephania japonica,,,,,,,,,17.52,,,AUSTRAITS_dataset_53,
Stephania japonica,,,,,,,,,19.72,,,AUSTRAITS_dataset_6,SID
Stephania japonica,,,,,,,,,19.72,,,Gallagher_field_workPHD,
Sterculia quadrifida,,,,,,,,,,,dec/jan/feb,NSW flora online ,
Sterculia quadrifida,,,,,,,0.309,,,,,AUSTRAITS_dataset_34,
Sterculia quadrifida,,,,,,,0.303,,,,,AUSTRAITS_dataset_34,
Sterculia quadrifida,,,,,,,0.4,,,,,AUSTRAITS_dataset_34,
Sterculia quadrifida,,,,,,,0.276,,,,,AUSTRAITS_dataset_34,
Streblus brunonianus,,,,,,,,,12,,,AUSTRAITS_dataset_53,
Streblus brunonianus,,,,,,,0.68,,,,,AUSTRAITS_dataset_34,
Streblus brunonianus,,,,,,,0.693,,,,,AUSTRAITS_dataset_34,
Streblus brunonianus,,,,,,,0.702,,,,,AUSTRAITS_dataset_34,
Synoum glandulosum,,,,,,,,3,,,mar/apr/may/jun/jul,AUSTRAITS_dataset_24,
Synoum glandulosum,,,,,,,,,142.822,,,AUSTRAITS_dataset_11,
Synoum glandulosum,,,,,,,,,,381.5,,AUSTRAITS_dataset_17,
Synoum glandulosum,,,,,,,,4,,,,AUSTRAITS_dataset_26,
Synoum glandulosum,,,,,,,0.531,,,,,AUSTRAITS_dataset_34,
Synoum glandulosum,,,,,,,0.581,,,,,AUSTRAITS_dataset_34,
Synoum glandulosum,,,,,,,,,,381.5,,AUSTRAITS_dataset_4,
Synoum glandulosum,,,,,,,,,189.67,,,AUSTRAITS_dataset_53,
Synoum glandulosum,,,,,,,,,189.67,,,Gallagher_field_workPHD,
Syzygium australe,,,,,,,,,,,sep/oct/nov,NSW flora online ,
Syzygium australe,,,,,,,,,,318.348,,AUSTRAITS_dataset_17,
Syzygium australe,,,,,,,0.633,,,,,AUSTRAITS_dataset_34,
Syzygium australe,,,,,,,,,,318.348,,AUSTRAITS_dataset_4,
Syzygium australe,,,,,,,,,259.335,,,AUSTRAITS_dataset_53,
Syzygium australe,,,,,,,,,259.34,,,Gallagher_field_workPHD,
Syzygium luehmannii,,,,,,,,,,,oct/nov/dec,NSW flora online ,
Syzygium luehmannii,,,,,,,,,,24.449,,AUSTRAITS_dataset_17,
Syzygium luehmannii,,,,,,,0.758,,,,,AUSTRAITS_dataset_34,
Syzygium luehmannii,,,,,,,0.607,,,,,AUSTRAITS_dataset_34,
Syzygium luehmannii,,,,,,,0.607,,,,,AUSTRAITS_dataset_34,
Syzygium luehmannii,,,,,,,0.607,,,,,AUSTRAITS_dataset_34,
Syzygium luehmannii,,,,,,,0.607,,,,,AUSTRAITS_dataset_34,
Syzygium luehmannii,,,,,,,,,,24.449,,AUSTRAITS_dataset_4,
Syzygium luehmannii,,,,,,,,,20.2,,,AUSTRAITS_dataset_53,
Syzygium luehmannii,,,,,,,,,20.2,,,Gallagher_field_workPHD,
Syzygium oleosum,,,,,,,,,,263.894,,AUSTRAITS_dataset_17,
Syzygium oleosum,,,,,,,0.883,,,,,AUSTRAITS_dataset_34,
Syzygium oleosum,,,,,,,,,,263.894,,AUSTRAITS_dataset_4,
Syzygium oleosum,,,,,,,,,216.49,,,AUSTRAITS_dataset_53,
Syzygium oleosum,,,,,,,,,216.49,,,Gallagher_field_workPHD,
Tabernaemontana pandacaqui,,,,,,,,,,,sep/oct/nov/dec/jan/feb,NSW flora online ,
Tabernaemontana pandacaqui,,,,,,,,,23.597,,,AUSTRAITS_dataset_53,
Tecoma capensis,,,,,,,,,,,sep/oct/nov/dec/jan/feb,NSW flora online ,
Tecoma capensis,,,,,,,,,2.148,,,AUSTRAITS_dataset_53,
Tecoma stans,,,,,,,,,,,sep/oct/nov/dec/jan/feb,NSW flora online ,
Tecoma stans,,,,,,,,,9,,,AUSTRAITS_dataset_53,
Toona ciliata,,,,,,,0.383,,,,,AUSTRAITS_dataset_34,
Toona ciliata,,,,,,,0.338,,,,,AUSTRAITS_dataset_34,
Toona ciliata,,,,,,,0.33,,,,,AUSTRAITS_dataset_34,
Toona ciliata,,,,,,,0.387,,,,,AUSTRAITS_dataset_34,
Toona ciliata,,,,,,,0.43,,,,,AUSTRAITS_dataset_34,
Toona ciliata,,,,,,,0.39,,,,,AUSTRAITS_dataset_34,
Toona ciliata,,,,,,,,,125,,,AUSTRAITS_dataset_53,
Trema tomentosa,,,,,,,0.326,,,,,AUSTRAITS_dataset_34,
Trema tomentosa,,,,,,,0.344,,,,,AUSTRAITS_dataset_34,
Trema tomentosa,,,,,,,0.322,,,,,AUSTRAITS_dataset_34,
Trema tomentosa,,,,,,,,,2.2,,,AUSTRAITS_dataset_53,
Trema tomentosa,,,,,,,,,4.86,,,Gallagher_field_workPHD,
Tristaniopsis laurina,,,,,,,,15,,,dec/jan,AUSTRAITS_dataset_24,
Tristaniopsis laurina,,,,,,,,,,,dec/jan,NSW flora online ,
Tristaniopsis laurina,,,,,,,0.697,,,,,AUSTRAITS_dataset_34,
Tristaniopsis laurina,,,,,,,0.87,,,,,AUSTRAITS_dataset_34,
Tristaniopsis laurina,,,,,,,0.87,,,,,AUSTRAITS_dataset_34,
Trophis scandens,,,,,,,,,,,jan/feb/sep/oct/nov/dec,NSW flora online ,
Trophis scandens,,,,,,,0.659,,,,,AUSTRAITS_dataset_34,
Trophis scandens,,,,,,,,,80.55,,,Gallagher_field_workPHD,
Turraea pubescens,,,,,,,,,,,sep/oct/nov,NSW flora online ,
Wikstroemia indica,,,,,,,,1.5,,,nov/dec,AUSTRAITS_dataset_24,
Wikstroemia indica,,,,,,,,,17,,,AUSTRAITS_dataset_53,
Wilkiea huegeliana,,,,,,,,4,,,dec/jan/feb,AUSTRAITS_dataset_24,
Wilkiea huegeliana,,,,,,,,,,,dec/jan/feb,NSW flora online ,
Wilkiea huegeliana,,,,,,,,1,,,,AUSTRAITS_dataset_52,
Wilkiea huegeliana,,,,,,,,0.8,,,,AUSTRAITS_dataset_52,
Wilkiea huegeliana,,,,,,,,4,,,,AUSTRAITS_dataset_52,
Wilkiea huegeliana,,,,,,,,2,,,,AUSTRAITS_dataset_52,
Wilkiea huegeliana,,,,,,,,1.6,,,,AUSTRAITS_dataset_52,
Wilkiea huegeliana,,,,,,,,5.4,,,,AUSTRAITS_dataset_52,
Wilkiea huegeliana,,,,,,,,4,,,,AUSTRAITS_dataset_26,
Wilkiea huegeliana,,,,,,,,,92.84,,,Gallagher_field_workPHD,
Wilkiea macrophylla,,,,,,,,,,,dec/jan/feb,NSW flora online ,
Acacia fimbriata,NA,,,,,,NA,,,,,Lawson_field_work,
Acmena smithii,11.76641221,m2/kg,,,,,NA,,,,,Lawson_field_work,
Acronychia oblongifolia,NA,,,,,,NA,,,,,Lawson_field_work,
Alphitonia excelsa,9.06472401,m2/kg,,,,,0.820059734,,,,,Lawson_field_work,
Backhousia myrtifolia,11.97272995,m2/kg,,,,,NA,,,,,Lawson_field_work,
Breynia oblongifolia,NA,,,,,,NA,,,,,Lawson_field_work,
Carex appressa,14.57485662,m2/kg,,,,,NA,,,,,Lawson_field_work,
Casuarina cunninghamiana,NA,,,,,,0.638719277,,,,,Lawson_field_work,
Cissus antarctica,NA,,,,,,NA,,,,,Lawson_field_work,
Clematis aristata,NA,,,,,,NA,,,,,Lawson_field_work,
Cryptocarya glaucescens,10.34936337,m2/kg,,,,,NA,,,,,Lawson_field_work,
Ficus coronata,NA,,,,,,NA,,,,,Lawson_field_work,
Geitonoplesium cymosum,15.97826443,m2/kg,,,,,NA,,,,,Lawson_field_work,
Glochidion ferdinandi,12.84275212,m2/kg,,,,,NA,,,,,Lawson_field_work,
Grevillea robusta,NA,,,,,,NA,,,,,Lawson_field_work,
Guioa semiglauca,13.21338531,m2/kg,,,,,NA,,,,,Lawson_field_work,
Ligustrum lucidum,NA,,,,,,NA,,,,,Lawson_field_work,
Ligustrum sinense,10.46479477,m2/kg,,,,,NA,,,,,Lawson_field_work,
Lomandra longifolia,12.89337361,m2/kg,,,,,NA,,,,,Lawson_field_work,
Lophostemon confertus,NA,,,,,,NA,,,,,Lawson_field_work,
Lophostemon suaveolens,NA,,,,,,NA,,,,,Lawson_field_work,
Melaleuca quinquenervia,7.962321972,m2/kg,,,,,NA,,,,,Lawson_field_work,
Morinda jasminoides,34.47539929,m2/kg,,,,,0.577025052,,,,,Lawson_field_work,
Myrsine variabilis,10.0098011,m2/kg,,,,,NA,,,,,Lawson_field_work,
Neolitsea dealbata,NA,,,,,,NA,,,,,Lawson_field_work,
Notelaea longifolia,8.496776279,m2/kg,,,,,0.725166841,,,,,Lawson_field_work,
Notelaea microcarpa,6.019673349,m2/kg,,,,,NA,,,,,Lawson_field_work,
Pandorea pandorana,34.62922997,m2/kg,,,,,0.751375108,,,,,Lawson_field_work,
Parsonsia straminea,NA,,,,,,0.58133195,,,,,Lawson_field_work,
Passiflora edulis,NA,,,,,,NA,,,,,Lawson_field_work,
Pteridium esculentum,9.636298999,m2/kg,,,,,NA,,,,,Lawson_field_work,
Rubus moluccanus,NA,,,,,,0.575187964,,,,,Lawson_field_work,
Smilax australis,11.30089052,m2/kg,,,,,0.496343742,,,,,Lawson_field_work,
Solanum mauritianum,20.12699687,m2/kg,,,,,NA,,,,,Lawson_field_work,
Stephania japonica,NA,,,,,,NA,,,,,Lawson_field_work,
Syzygium oleosum,10.06692345,m2/kg,,,,,0.643369914,,,,,Lawson_field_work,
Trema tomentosa,47.89616722,m2/kg,,,,,NA,,,,,Lawson_field_work,
Tristaniopsis laurina,7.480275655,m2/kg,,,,,0.771117393,,,,,Lawson_field_work,
Trophis scandens,12.13768338,m2/kg,,,,,0.665265627,,,,,Lawson_field_work,
Wilkiea huegeliana,NA,,,,,,NA,,,,,Lawson_field_work,
Acacia fimbriata,,,,,,,,,27.208,,,Moles 2004 Seed database as H. aspera,
Acmena smithii,,,,,,,,,0.32,,,Kyle_Hunter Plant Traits,
Acronychia oblongifolia,,,,,,,,,146.015,,,Moles 2004 Seed database,
Alphitonia excelsa,,,,,,,,,13.006,,,Moles 2004 Seed database,
Backhousia myrtifolia,,,,,,,,,15.32,,,Kew SID,
Breynia oblongifolia,,,,,,,,,44.195,,,PIREL Seed Trait Database 02 08 2013,
Carex appressa,,,,,,,,,17,,,Kew SID,
Casuarina cunninghamiana,,,,,,,,,43.52,,,"Kew SID, as N. microcarpa var. microcarpa",
Cissus antarctica,,,,,,,,,18.9575,,,Moles 2004 Seed database,
Clematis aristata,,,,,,,,,8.4,,,Kew SID,
Cryptocarya glaucescens,,,,,,,,,65.4,,,Kew SID,
Ficus coronata,,,,,,,,,15.46,,,Kew SID,
Geitonoplesium cymosum,,,,,,,,,11.33,,,Moles 2004 Seed database,
Glochidion ferdinandi,,,,,,,,,20,,,Kew SID,
Guioa semiglauca,,,,,,,,,31,,,Kew SID,
Ligustrum lucidum,,,,,,,,,0.85,,,PIREL Seed Trait Database 02 08 2013,
Ligustrum sinense,,,,,,,,,0.29,,,Kew SID,
Lomandra longifolia,,,,,,,,,41,,,PIREL Seed Trait Database 02 08 2013,
Lophostemon confertus,,,,,,,,,40.76,,,Kew SID,
Lophostemon suaveolens,,,,,,,,,1.03,,,Moles 2004 Seed database,
Melaleuca quinquenervia,,,,,,,,,5.882352941,,,Floyd 1989,
Morinda jasminoides,,,,,,,,,0.67,,,Kew SID,
Myrsine variabilis,,,,,,,,,0.84,,,Kew SID,
Neolitsea dealbata,,,,,,,,,19.72,,,Kew SID,
Notelaea longifolia,,,,,,,,,18.2,,,Moles 2004 Seed database,
Notelaea microcarpa,,,,,,,,,17,,,Kew SID,
Pandorea pandorana,,,,,,,,,0.313,,,Moles 2004 Seed database,
Parsonsia straminea,,,,,,,,,216.49,,,Kew SID,
Passiflora edulis,,,,,,,,,4.86,,,Kew SID as Trema tomentosa var. viridis,
Pteridium esculentum,,,,,,,,,7.828,,,Moles 2004 Seed database,
Rubus moluccanus,,,,,,,,,10.25641026,,,Floyd 1989,
Smilax australis,,,,,,,,,323.99,,,Moles 2004 Seed database,
Stephania japonica,,,,,,,,,1.768513241,,,Rob Kooyman,
Syzygium oleosum,,,,,,,,,0.631,,,Moles 2004 Seed database,
Trema tomentosa,,,,,,,,,7.9,,,Kew SID,
Tristaniopsis laurina,,,,,,,,,81.0175,,,Moles 2004 Seed database,
Trophis scandens,,,,,,,,,15.751,,,Moles 2004 Seed database,
Wilkiea huegeliana,,,,,,,,,169.46,,,Moles 2004 Seed database,
